Set,TestSet,Rep,Input,CorrOutput,PredOutput
equalFreq,testNewTemplates,1,L IY1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,1,OW1 JH,W AH0,W AH0
equalFreq,testNewTemplates,1,D IY1 L B,Y IY0,Y IY0
equalFreq,testNewTemplates,1,AH1 T,L EY0,L EY0
equalFreq,testNewTemplates,1,IH1 F,L EY0,L EY0
equalFreq,testNewTemplates,1,AH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,1,IH1 T,L EY0,L EY0
equalFreq,testNewTemplates,1,EY1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,1,UW1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,1,V OW1 M P,L EY0,L EY0
equalFreq,testNewTemplates,1,D IH1 M P,L EY0,L EY0
equalFreq,testNewTemplates,1,S IY1 F S,W AH0,?
equalFreq,testNewTemplates,1,IH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,1,B IY1 M F,L EY0,L EY0
equalFreq,testNewTemplates,2,P EY1 S K,L EY0,L EY0
equalFreq,testNewTemplates,2,IY1 F,L EY0,L EY0
equalFreq,testNewTemplates,2,JH IY1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,2,SH OW1 N T,L EY0,L EY0
equalFreq,testNewTemplates,2,JH IH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,2,M AH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,2,SH EH1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,2,UW1 SH,W AH0,W AH0
equalFreq,testNewTemplates,2,B UW1 F T,L EY0,L EY0
equalFreq,testNewTemplates,2,D UW1 L F,L EY0,L EY0
equalFreq,testNewTemplates,2,OW1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,2,IH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,2,T IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,2,IH1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,2,M UW1 P S,W AH0,L EY0
equalFreq,testNewTemplates,2,EH1 P,L EY0,L EY0
equalFreq,testNewTemplates,2,IY1 S,W AH0,W AH0
equalFreq,testNewTemplates,2,EY1 B,Y IY0,L EY0
equalFreq,testNewTemplates,2,G UW1 L T,L EY0,L EY0
equalFreq,testNewTemplates,2,IY1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,2,EY1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,2,OW1 Z,W AH0,Y IY0
equalFreq,testNewTemplates,2,AH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,2,IH1 P,L EY0,L EY0
equalFreq,testNewTemplates,2,UW1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,2,M OW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,2,IH1 Z,W AH0,Y IY0
equalFreq,testNewTemplates,2,Z UW1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,2,Z OW1 S K,L EY0,L EY0
equalFreq,testNewTemplates,2,IH1 JH,W AH0,W AH0
equalFreq,testNewTemplates,2,V UW1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,2,Z EH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,2,EH1 T,L EY0,L EY0
equalFreq,testNewTemplates,2,AH1 M,Y IY0,Y IY0
equalFreq,testNewTemplates,2,K IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,2,EH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,2,JH EY1 S P,L EY0,?
equalFreq,testNewTemplates,2,EH1 D,Y IY0,L EY0
equalFreq,testNewTemplates,2,M AH1 L JH,W AH0,W AH0
equalFreq,testNewTemplates,2,CH AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,2,B OW1 D Z,W AH0,W AH0
equalFreq,testNewTemplates,2,B UW1 S P,L EY0,L EY0
equalFreq,testNewTemplates,2,S OW1 D Z,W AH0,W AH0
equalFreq,testNewTemplates,2,P IY1 F S,W AH0,?
equalFreq,testNewTemplates,2,IY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,2,IY1 SH,W AH0,W AH0
equalFreq,testNewTemplates,2,V IH1 S T,L EY0,L EY0
equalFreq,testNewTemplates,2,JH AH1 F S,W AH0,?
equalFreq,testNewTemplates,2,UW1 K,L EY0,L EY0
equalFreq,testNewTemplates,2,T UW1 K S,W AH0,?
equalFreq,testNewTemplates,2,P EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,2,IH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,2,AH1 CH,W AH0,Y IY0
equalFreq,testNewTemplates,2,T AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,2,UW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,2,OW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,2,JH AH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,2,UW1 T,L EY0,L EY0
equalFreq,testNewTemplates,2,UH1 CH,W AH0,Y IY0
equalFreq,testNewTemplates,2,Z AH1 NG K,L EY0,L EY0
equalFreq,testNewTemplates,2,IY1 K,L EY0,L EY0
equalFreq,testNewTemplates,2,UH1 D,Y IY0,L EY0
equalFreq,testNewTemplates,2,IH1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,2,EY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,2,OW1 F,L EY0,L EY0
equalFreq,testNewTemplates,2,AH1 D,Y IY0,L EY0
equalFreq,testNewTemplates,2,EH1 K,L EY0,L EY0
equalFreq,testNewTemplates,2,IY1 T,L EY0,L EY0
equalFreq,testNewTemplates,2,B EY1 S T,L EY0,L EY0
equalFreq,testNewTemplates,2,EY1 Z,W AH0,Y IY0
equalFreq,testNewTemplates,2,Z AH1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,2,UH1 K,L EY0,L EY0
equalFreq,testNewTemplates,2,K OW1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,2,UW1 F,L EY0,L EY0
equalFreq,testNewTemplates,2,G IY1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,2,G AH1 M Z,W AH0,W AH0
equalFreq,testNewTemplates,2,AH1 F,L EY0,L EY0
equalFreq,testNewTemplates,2,EH1 CH,W AH0,Y IY0
equalFreq,testNewTemplates,2,T EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,2,SH EH1 P S,W AH0,?
equalFreq,testNewTemplates,2,UW1 S,W AH0,Y IY0
equalFreq,testNewTemplates,2,M IY1 F T,L EY0,L EY0
equalFreq,testNewTemplates,2,K IY1 P T,L EY0,L EY0
equalFreq,testNewTemplates,2,UH1 T,L EY0,L EY0
equalFreq,testNewTemplates,2,JH IH1 V Z,W AH0,W AH0
equalFreq,testNewTemplates,2,JH UW1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,2,CH UW1 L B,Y IY0,Y IY0
equalFreq,testNewTemplates,2,G UW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,2,IH1 M,Y IY0,Y IY0
equalFreq,testNewTemplates,2,G IY1 V Z,W AH0,W AH0
equalFreq,testNewTemplates,2,Z EH1 NG Z,W AH0,W AH0
equalFreq,testNewTemplates,2,AH1 JH,W AH0,Y IY0
equalFreq,testNewTemplates,2,IH1 K,L EY0,L EY0
equalFreq,testNewTemplates,2,AH1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,2,P UW1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,2,S EY1 M P,L EY0,L EY0
equalFreq,testNewTemplates,2,UW1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,2,IY1 JH,W AH0,W AH0
equalFreq,testNewTemplates,2,G AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,2,P IY1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,2,S UW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,2,Z OW1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,2,N UW1 L D,Y IY0,Y IY0
equalFreq,testNewTemplates,2,IY1 P,L EY0,L EY0
equalFreq,testNewTemplates,2,OW1 P,L EY0,L EY0
equalFreq,testNewTemplates,2,S AH1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,2,L IY1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,2,OW1 JH,W AH0,Y IY0
equalFreq,testNewTemplates,2,D IY1 L B,Y IY0,Y IY0
equalFreq,testNewTemplates,2,AH1 T,L EY0,L EY0
equalFreq,testNewTemplates,2,IH1 F,L EY0,L EY0
equalFreq,testNewTemplates,2,AH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,2,IH1 T,L EY0,L EY0
equalFreq,testNewTemplates,2,EY1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,2,UW1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,2,V OW1 M P,L EY0,L EY0
equalFreq,testNewTemplates,2,D IH1 M P,L EY0,L EY0
equalFreq,testNewTemplates,2,S IY1 F S,W AH0,?
equalFreq,testNewTemplates,2,IH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,2,B IY1 M F,L EY0,L EY0
equalFreq,testNewTemplates,3,P EY1 S K,L EY0,?
equalFreq,testNewTemplates,3,IY1 F,L EY0,L EY0
equalFreq,testNewTemplates,3,JH IY1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,3,SH OW1 N T,L EY0,L EY0
equalFreq,testNewTemplates,3,JH IH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,3,M AH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,SH EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,UW1 SH,W AH0,W AH0
equalFreq,testNewTemplates,3,B UW1 F T,L EY0,L EY0
equalFreq,testNewTemplates,3,D UW1 L F,L EY0,L EY0
equalFreq,testNewTemplates,3,OW1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,3,IH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,3,T IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,3,IH1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,3,M UW1 P S,W AH0,?
equalFreq,testNewTemplates,3,EH1 P,L EY0,L EY0
equalFreq,testNewTemplates,3,IY1 S,W AH0,W AH0
equalFreq,testNewTemplates,3,EY1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,3,G UW1 L T,L EY0,L EY0
equalFreq,testNewTemplates,3,IY1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,3,EY1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,3,OW1 Z,W AH0,W AH0
equalFreq,testNewTemplates,3,AH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,3,IH1 P,L EY0,L EY0
equalFreq,testNewTemplates,3,UW1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,3,M OW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,3,IH1 Z,W AH0,W AH0
equalFreq,testNewTemplates,3,Z UW1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,Z OW1 S K,L EY0,?
equalFreq,testNewTemplates,3,IH1 JH,W AH0,W AH0
equalFreq,testNewTemplates,3,V UW1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,3,Z EH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,3,EH1 T,L EY0,L EY0
equalFreq,testNewTemplates,3,AH1 M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,K IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,3,EH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,3,JH EY1 S P,L EY0,?
equalFreq,testNewTemplates,3,EH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,3,M AH1 L JH,W AH0,W AH0
equalFreq,testNewTemplates,3,CH AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,3,B OW1 D Z,W AH0,W AH0
equalFreq,testNewTemplates,3,B UW1 S P,L EY0,L EY0
equalFreq,testNewTemplates,3,S OW1 D Z,W AH0,W AH0
equalFreq,testNewTemplates,3,P IY1 F S,W AH0,?
equalFreq,testNewTemplates,3,IY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,3,IY1 SH,W AH0,W AH0
equalFreq,testNewTemplates,3,V IH1 S T,L EY0,L EY0
equalFreq,testNewTemplates,3,JH AH1 F S,W AH0,W AH0
equalFreq,testNewTemplates,3,UW1 K,L EY0,L EY0
equalFreq,testNewTemplates,3,T UW1 K S,W AH0,?
equalFreq,testNewTemplates,3,P EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,IH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,3,AH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,3,T AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,3,UW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,3,OW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,3,JH AH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,3,UW1 T,L EY0,L EY0
equalFreq,testNewTemplates,3,UH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,3,Z AH1 NG K,L EY0,L EY0
equalFreq,testNewTemplates,3,IY1 K,L EY0,L EY0
equalFreq,testNewTemplates,3,UH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,3,IH1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,3,EY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,3,OW1 F,L EY0,L EY0
equalFreq,testNewTemplates,3,AH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,3,EH1 K,L EY0,L EY0
equalFreq,testNewTemplates,3,IY1 T,L EY0,L EY0
equalFreq,testNewTemplates,3,B EY1 S T,L EY0,L EY0
equalFreq,testNewTemplates,3,EY1 Z,W AH0,W AH0
equalFreq,testNewTemplates,3,Z AH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,UH1 K,L EY0,L EY0
equalFreq,testNewTemplates,3,K OW1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,3,UW1 F,L EY0,L EY0
equalFreq,testNewTemplates,3,G IY1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,G AH1 M Z,W AH0,W AH0
equalFreq,testNewTemplates,3,AH1 F,L EY0,L EY0
equalFreq,testNewTemplates,3,EH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,3,T EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,SH EH1 P S,W AH0,?
equalFreq,testNewTemplates,3,UW1 S,W AH0,W AH0
equalFreq,testNewTemplates,3,M IY1 F T,L EY0,L EY0
equalFreq,testNewTemplates,3,K IY1 P T,L EY0,L EY0
equalFreq,testNewTemplates,3,UH1 T,L EY0,L EY0
equalFreq,testNewTemplates,3,JH IH1 V Z,W AH0,W AH0
equalFreq,testNewTemplates,3,JH UW1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,3,CH UW1 L B,Y IY0,Y IY0
equalFreq,testNewTemplates,3,G UW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,3,IH1 M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,G IY1 V Z,W AH0,W AH0
equalFreq,testNewTemplates,3,Z EH1 NG Z,W AH0,W AH0
equalFreq,testNewTemplates,3,AH1 JH,W AH0,W AH0
equalFreq,testNewTemplates,3,IH1 K,L EY0,L EY0
equalFreq,testNewTemplates,3,AH1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,3,P UW1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,S EY1 M P,L EY0,L EY0
equalFreq,testNewTemplates,3,UW1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,3,IY1 JH,W AH0,W AH0
equalFreq,testNewTemplates,3,G AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,3,P IY1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,S UW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,3,Z OW1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,N UW1 L D,Y IY0,Y IY0
equalFreq,testNewTemplates,3,IY1 P,L EY0,L EY0
equalFreq,testNewTemplates,3,OW1 P,L EY0,L EY0
equalFreq,testNewTemplates,3,S AH1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,L IY1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,3,OW1 JH,W AH0,W AH0
equalFreq,testNewTemplates,3,D IY1 L B,Y IY0,Y IY0
equalFreq,testNewTemplates,3,AH1 T,L EY0,L EY0
equalFreq,testNewTemplates,3,IH1 F,L EY0,L EY0
equalFreq,testNewTemplates,3,AH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,3,IH1 T,L EY0,L EY0
equalFreq,testNewTemplates,3,EY1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,3,UW1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,3,V OW1 M P,L EY0,L EY0
equalFreq,testNewTemplates,3,D IH1 M P,L EY0,L EY0
equalFreq,testNewTemplates,3,S IY1 F S,W AH0,?
equalFreq,testNewTemplates,3,IH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,3,B IY1 M F,L EY0,L EY0
equalFreq,testNewTemplates,4,P EY1 S K,L EY0,?
equalFreq,testNewTemplates,4,IY1 F,L EY0,L EY0
equalFreq,testNewTemplates,4,JH IY1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,4,SH OW1 N T,L EY0,L EY0
equalFreq,testNewTemplates,4,JH IH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,4,M AH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,4,SH EH1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,4,UW1 SH,W AH0,W AH0
equalFreq,testNewTemplates,4,B UW1 F T,L EY0,L EY0
equalFreq,testNewTemplates,4,D UW1 L F,L EY0,L EY0
equalFreq,testNewTemplates,4,OW1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,4,IH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,4,T IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,4,IH1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,4,M UW1 P S,W AH0,?
equalFreq,testNewTemplates,4,EH1 P,L EY0,L EY0
equalFreq,testNewTemplates,4,IY1 S,W AH0,W AH0
equalFreq,testNewTemplates,4,EY1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,4,G UW1 L T,L EY0,L EY0
equalFreq,testNewTemplates,4,IY1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,4,EY1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,4,OW1 Z,W AH0,W AH0
equalFreq,testNewTemplates,4,AH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,4,IH1 P,L EY0,L EY0
equalFreq,testNewTemplates,4,UW1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,4,M OW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,4,IH1 Z,W AH0,W AH0
equalFreq,testNewTemplates,4,Z UW1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,4,Z OW1 S K,L EY0,?
equalFreq,testNewTemplates,4,IH1 JH,W AH0,W AH0
equalFreq,testNewTemplates,4,V UW1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,4,Z EH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,4,EH1 T,L EY0,L EY0
equalFreq,testNewTemplates,4,AH1 M,Y IY0,Y IY0
equalFreq,testNewTemplates,4,K IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,4,EH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,4,JH EY1 S P,L EY0,?
equalFreq,testNewTemplates,4,EH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,4,M AH1 L JH,W AH0,W AH0
equalFreq,testNewTemplates,4,CH AH1 N D,Y IY0,W AH0
equalFreq,testNewTemplates,4,B OW1 D Z,W AH0,W AH0
equalFreq,testNewTemplates,4,B UW1 S P,L EY0,?
equalFreq,testNewTemplates,4,S OW1 D Z,W AH0,W AH0
equalFreq,testNewTemplates,4,P IY1 F S,W AH0,?
equalFreq,testNewTemplates,4,IY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,4,IY1 SH,W AH0,W AH0
equalFreq,testNewTemplates,4,V IH1 S T,L EY0,?
equalFreq,testNewTemplates,4,JH AH1 F S,W AH0,?
equalFreq,testNewTemplates,4,UW1 K,L EY0,L EY0
equalFreq,testNewTemplates,4,T UW1 K S,W AH0,?
equalFreq,testNewTemplates,4,P EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,4,IH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,4,AH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,4,T AH1 N D,Y IY0,L EY0
equalFreq,testNewTemplates,4,UW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,4,OW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,4,JH AH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,4,UW1 T,L EY0,L EY0
equalFreq,testNewTemplates,4,UH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,4,Z AH1 NG K,L EY0,L EY0
equalFreq,testNewTemplates,4,IY1 K,L EY0,L EY0
equalFreq,testNewTemplates,4,UH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,4,IH1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,4,EY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,4,OW1 F,L EY0,L EY0
equalFreq,testNewTemplates,4,AH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,4,EH1 K,L EY0,L EY0
equalFreq,testNewTemplates,4,IY1 T,L EY0,L EY0
equalFreq,testNewTemplates,4,B EY1 S T,L EY0,?
equalFreq,testNewTemplates,4,EY1 Z,W AH0,W AH0
equalFreq,testNewTemplates,4,Z AH1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,4,UH1 K,L EY0,L EY0
equalFreq,testNewTemplates,4,K OW1 N D,Y IY0,L EY0
equalFreq,testNewTemplates,4,UW1 F,L EY0,L EY0
equalFreq,testNewTemplates,4,G IY1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,4,G AH1 M Z,W AH0,W AH0
equalFreq,testNewTemplates,4,AH1 F,L EY0,L EY0
equalFreq,testNewTemplates,4,EH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,4,T EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,4,SH EH1 P S,W AH0,?
equalFreq,testNewTemplates,4,UW1 S,W AH0,W AH0
equalFreq,testNewTemplates,4,M IY1 F T,L EY0,L EY0
equalFreq,testNewTemplates,4,K IY1 P T,L EY0,L EY0
equalFreq,testNewTemplates,4,UH1 T,L EY0,L EY0
equalFreq,testNewTemplates,4,JH IH1 V Z,W AH0,W AH0
equalFreq,testNewTemplates,4,JH UW1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,4,CH UW1 L B,Y IY0,W AH0
equalFreq,testNewTemplates,4,G UW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,4,IH1 M,Y IY0,Y IY0
equalFreq,testNewTemplates,4,G IY1 V Z,W AH0,W AH0
equalFreq,testNewTemplates,4,Z EH1 NG Z,W AH0,W AH0
equalFreq,testNewTemplates,4,AH1 JH,W AH0,W AH0
equalFreq,testNewTemplates,4,IH1 K,L EY0,L EY0
equalFreq,testNewTemplates,4,AH1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,4,P UW1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,4,S EY1 M P,L EY0,L EY0
equalFreq,testNewTemplates,4,UW1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,4,IY1 JH,W AH0,W AH0
equalFreq,testNewTemplates,4,G AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,4,P IY1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,4,S UW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,4,Z OW1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,4,N UW1 L D,Y IY0,W AH0
equalFreq,testNewTemplates,4,IY1 P,L EY0,L EY0
equalFreq,testNewTemplates,4,OW1 P,L EY0,L EY0
equalFreq,testNewTemplates,4,S AH1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,4,L IY1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,4,OW1 JH,W AH0,W AH0
equalFreq,testNewTemplates,4,D IY1 L B,Y IY0,Y IY0
equalFreq,testNewTemplates,4,AH1 T,L EY0,L EY0
equalFreq,testNewTemplates,4,IH1 F,L EY0,L EY0
equalFreq,testNewTemplates,4,AH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,4,IH1 T,L EY0,L EY0
equalFreq,testNewTemplates,4,EY1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,4,UW1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,4,V OW1 M P,L EY0,L EY0
equalFreq,testNewTemplates,4,D IH1 M P,L EY0,L EY0
equalFreq,testNewTemplates,4,S IY1 F S,W AH0,?
equalFreq,testNewTemplates,4,IH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,4,B IY1 M F,L EY0,L EY0
equalFreq,testNewTemplates,5,P EY1 S K,L EY0,L EY0
equalFreq,testNewTemplates,5,IY1 F,L EY0,L EY0
equalFreq,testNewTemplates,5,JH IY1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,5,SH OW1 N T,L EY0,L EY0
equalFreq,testNewTemplates,5,JH IH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,5,M AH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,5,SH EH1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,5,UW1 SH,W AH0,W AH0
equalFreq,testNewTemplates,5,B UW1 F T,L EY0,L EY0
equalFreq,testNewTemplates,5,D UW1 L F,L EY0,L EY0
equalFreq,testNewTemplates,5,OW1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,5,IH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,5,T IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,5,IH1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,5,M UW1 P S,W AH0,?
equalFreq,testNewTemplates,5,EH1 P,L EY0,L EY0
equalFreq,testNewTemplates,5,IY1 S,W AH0,W AH0
equalFreq,testNewTemplates,5,EY1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,5,G UW1 L T,L EY0,L EY0
equalFreq,testNewTemplates,5,IY1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,5,EY1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,5,OW1 Z,W AH0,W AH0
equalFreq,testNewTemplates,5,AH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,5,IH1 P,L EY0,L EY0
equalFreq,testNewTemplates,5,UW1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,5,M OW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,5,IH1 Z,W AH0,W AH0
equalFreq,testNewTemplates,5,Z UW1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,5,Z OW1 S K,L EY0,L EY0
equalFreq,testNewTemplates,5,IH1 JH,W AH0,W AH0
equalFreq,testNewTemplates,5,V UW1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,5,Z EH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,5,EH1 T,L EY0,L EY0
equalFreq,testNewTemplates,5,AH1 M,Y IY0,Y IY0
equalFreq,testNewTemplates,5,K IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,5,EH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,5,JH EY1 S P,L EY0,L EY0
